Time	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
455	0.14194	-0.082302	0.216627	-0.641558	0.391145	0.479139	0.128561	0.34512	-0.672008	0.486158	-0.078467	0.129724	-0.200905	0.496333	-0.261739	0.256564	-0.306499
456	-0.1409855	-0.157958	-0.286466	0.481958	0.655695	0.603805	0.469929	0.60896	0.863014	0.682974	0.440276	0.339794	0.259795	0.445817	0.408948	0.144088	0.105645
457	-0.2705615	-0.217202	0.46792	0.49408	0.639934	-0.08586	0.000986	0.145064	0.695524	0.453331	0.79814	0.260918	0.432886	0.587611	0.09393	0.475232	0.049547
458	0.496085	0.441216	0.745817	0.307867	0.449918	0.154321	0.129668	-0.224932	-0.295954	-0.031186	-0.128868	-0.237826	-0.321207	-0.171954	-0.049512	-0.105237	-0.02229
459	0.3010485	-0.191705	-0.322339	-0.551191	0.028434	-0.153718	0.345851	-0.704315	-0.502369	0.059054	-0.17656	0.381164	-0.030668	0.575889	-0.162644	-0.250592	0.273154
460	-0.064991	-0.355019	-0.04238	0.157903	0.073299	0.435791	0.617921	0.507851	0.43073	0.504918	0.395355	0.250839	0.216954	-0.126607	-0.361269	-0.244588	-0.130794
461	0.3472765	-0.025533	0.283864	0.034812	0.504882	0.066746	0.152504	0.133015	0.051066	-0.354866	0.006237	0.000219	0.043705	-0.18617	0.354316	-0.786639	0.39386
462	0.280222	0.274937	-0.78963	0.145368	0.25598	0.23238	0.00908	0.182524	-0.24169	-0.238261	0.015842	0.024853	0.377418	0.425026	0.477713	0.220219	-0.059933
463	0.504546	0.428556	0.664425	0.653488	0.961133	0.214163	0.878586	0.300041	0.874105	1.016451	0.349248	0.493649	0.11323	-0.469971	0.199823	0.039672	-0.08008
464	-0.164727	0.773075	1.478563	1.116862	1.305671	0.757286	0.83314	0.768957	0.962224	0.423664	0.464247	0.044397	-0.08338	0.021067	-0.271467	-0.289737	-0.013032
465	0.333322	0.634301	0.996311	0.99952	1.104292	0.550923	0.35456	0.191618	0.190978	0.290102	0.468172	0.329238	0.362177	0.40741	-0.060042	-0.068819	-0.648946
466	0.109974	-0.856317	0.352332	0.011128	-0.012188	-0.509722	-0.639723	-0.196494	0.362207	0.165684	0.216814	0.220327	0.427029	-0.239353	0.090761	0.365509	-0.043316
467	0.9544615	0.870261	0.052026	0.390541	0.277424	0.395547	-0.401982	0.029291	-0.095283	-0.0511	0.40329	-0.137573	-0.133878	-0.068388	-0.124979	0.038312	-0.147405
468	-0.880262	-0.379615	0.18881	-0.00695	0.084248	-0.123183	0.517155	-0.091078	-0.225206	-0.057761	-0.035924	0.064739	0.074911	0.189405	-0.003387	0.50341	-0.067989
469	-0.3045175	-0.329828	-0.0781	0.037384	0.56664	0.247192	0.496496	-0.514243	0.631647	0.420928	0.670781	0.307272	0.323005	0.080612	0.120993	0.015091	-0.052715
470	0.1049065	-0.107444	-0.186522	-0.442942	-0.320256	-0.117327	-0.38889	-0.791926	-0.710225	-0.456188	-0.525314	-0.500096	0.048961	-0.02976	0.302189	0.018212	0.391945
471	0.0419125	-0.1252	-0.067976	0.00015	0.465783	0.277823	0.263779	0.62322	0.580486	0.632028	0.48382	0.655878	0.426449	0.355934	0.089065	-0.324799	-0.107621
472	0.3502135	0.402265	0.41462	-0.165195	-0.222913	-0.113613	-0.283491	-0.238556	-0.291481	-0.688255	-0.659269	-0.342189	-0.536109	-0.349709	-0.023924	-0.254259	-0.32714
473	-0.1592255	0.555562	1.162448	0.95971	1.119258	0.801173	1.000347	0.662771	0.717229	0.468526	0.080827	0.000307	0.025929	-0.226661	-0.013391	-0.272992	-0.167428
474	0.138685	0.319067	0.291833	-0.095993	0.041875	-0.434711	-0.106579	-0.549485	-0.363056	-0.595746	-0.219517	0.265529	-0.321573	-0.021064	0.183452	0.272742	-0.22435
475	0.7196165	-0.142696	-0.346014	-0.72768	-0.385851	-0.3442	0.295914	-0.527436	0.438916	-0.418055	-1.725446	0.142915	0.084192	0.343679	-0.107129	0.137106	-0.248773
476	0.5896265	0.424624	0.63106	-0.172182	0.39763	-0.130847	0.419339	-0.13711	-0.021901	0.184092	0.455251	-0.40921	0.097199	-0.101413	0.012626	0.295322	-0.236412
477	0.676889	0.727957	0.523086	0.3108	-0.466443	-0.350627	-0.439695	-0.444469	-0.521627	-0.30198	-0.607522	-0.335569	-0.352758	-0.30044	-0.218753	-0.162903	-0.091893
478	-0.0372335	-0.228712	0.465803	-0.427517	0.091256	-0.430273	0.232526	-0.441562	-0.204908	-0.608471	-0.248813	-0.05128	0.26579	0.141265	0.291336	0.032629	0.181456
479	0.4320905	0.381933	0.508599	0.165218	0.149742	-0.093741	-0.226353	-0.198878	0.024234	-0.197827	-0.076829	-0.422597	-0.471052	-0.644738	-0.875722	-0.792426	-0.649451
480	-0.439331	0.101912	0.744341	0.112918	-0.160987	0.012019	-0.158405	-0.075372	-1.14053	0.655947	-0.713475	0.055257	-0.255871	-0.058783	0.09439	-0.065131	-0.899603
481	0.367043	0.493509	0.196833	-0.203152	0.209089	-0.266741	-0.808483	0.292577	-0.167782	-0.275329	-0.761289	-0.655296	-0.290366	0.018051	0.105432	0.004211	-0.307412
482	-0.037714	-0.108511	-0.189356	-0.457041	-0.545184	-0.930079	-0.806245	-0.871128	-0.593457	-0.649174	-0.670304	-0.570849	-0.371948	-0.428221	-0.138599	-0.018999	-0.083643
483	-0.4027285	-0.440997	-0.390256	-0.280082	-0.261198	-0.364841	-0.019517	-0.071878	0.105347	0.407608	0.53087	0.34727	0.39364	0.116631	0.215293	0.066292	0.047841
484	0.0920385	0.099549	-2.585815	-0.12748	0.040627	0.033686	0.004396	0.426964	0.281967	0.364566	0.320089	0.381196	0.222624	-1.427164	0.141174	-0.292522	0.036771
485	0.3019425	0.855237	1.070841	-0.087988	-0.215639	-0.29495	-0.203011	-0.19766	-0.163809	0.022986	-0.146702	0.020761	0.241467	-0.071565	0.104325	0.413978	0.189117
486	-0.088873	0.268765	-0.416217	-0.825668	0.338629	0.130909	0.208459	-1.215949	-0.056708	0.762944	0.090476	0.032559	-0.169111	0.757576	0.577305	0.744241	0.325704
487	0.152925	0.821979	0.791186	1.448986	0.875206	1.244877	0.960017	1.117842	0.982248	1.283109	0.96885	1.103919	0.888195	0.637613	0.473488	0.487228	0.434272
488	0.3677765	-0.057756	-0.119417	0.200554	0.380268	0.285241	0.311056	0.386925	0.546469	0.24295	0.307823	0.107472	-0.076405	-0.486452	0.060538	-0.47697	-0.288522
489	0.238392	0.309485	0.304782	0.571671	0.511	0.409615	0.251794	-0.008816	0.153835	-0.141281	-0.025928	-0.214947	-0.261322	-0.173998	-0.536137	-0.301055	-0.423894
490	0.053234	0.60794	-0.012293	-0.224407	-0.410507	-0.185776	-0.121825	-0.281661	-0.949481	0.401897	0.447037	0.251127	0.133799	-0.068774	-0.690891	-0.15419	-0.542089
491	0.1870725	0.58386	0.476801	0.226328	-0.074801	-0.050827	0.153069	0.48419	0.221508	0.252605	-1.218423	-1.441988	0.107834	0.197911	-1.054488	0.420011	0.074218
492	0.173771	0.067777	0.533758	0.668205	0.371619	-0.064414	-0.053062	-0.214308	-0.177837	-0.402449	-0.175728	-0.328246	-0.349001	-0.167426	0.085885	-0.425291	-0.236338
493	-0.9216405	0.156868	-0.066026	-0.534639	0.208576	0.188351	0.500814	-0.002066	-0.139773	0.428319	0.063056	-0.0542	0.382649	0.217974	0.190102	0.383772	-0.039432
494	0.1540485	0.240335	0.32424	0.300158	0.098631	0.284674	-0.250568	0.0693	0.418735	0.06492	0.019138	-0.250233	-0.095107	-0.72713	-0.225001	-0.556907	-0.121056
495	0.0325115	-0.163361	-0.0767	-0.021226	0.133828	-1.625323	-0.089658	-0.050584	-0.018366	0.117097	0.231192	0.106718	0.140673	0.154957	0.090917	0.335506	0.027713
496	-0.545065	-0.043641	-0.528028	-0.266762	0.198646	0.028668	0.527445	0.16534	0.663357	-0.419545	-0.065327	0.372324	0.235349	0.49272	0.124827	0.72076	0.52555
497	0.0232995	0.302356	0.026389	0.197513	0.352305	-0.06741	-0.225439	0.252321	0.290285	0.39001	0.090279	-0.072728	-0.261525	-3.574815	-0.31822	0.181156	-0.124079
498	-0.27556	0.196614	-0.453066	0.003529	0.196665	-0.034541	0.134793	0.13601	0.390022	0.069326	0.148003	-0.037824	0.04994	-1.00404	-0.05229	-0.062975	-0.170885
499	0.2000965	1.836972	2.417966	2.589089	0.437708	0.633567	0.480592	-0.03055	-0.426823	-0.090576	-0.244207	0.478873	0.119043	0.292928	-0.302944	1.092804	0.089643
500	0.108049	0.125858	-0.252678	-0.660217	0.042451	0.312369	-0.054402	0.251803	0.09861	0.329307	-0.166309	0.124817	-0.28541	0.007648	0.476676	-0.272794	-0.456909
501	-0.1773305	0.142679	0.45242	-0.146642	0.232444	0.003923	-0.284265	-0.30552	-0.221873	-0.806043	-0.541728	0.010197	0.068411	-0.147815	0.159197	0.255389	0.030356
502	0.0148155	-0.006929	0.062699	-0.172631	-0.564937	-0.20107	-0.20737	0.040109	-0.211978	0.047382	0.249297	0.829179	-0.189305	0.244815	-0.006418	0.475907	-0.012886
503	0.1034505	0.220797	0.369259	-0.014125	0.411127	-0.402007	0.349044	-0.513433	-0.110712	-0.184693	-0.044997	-0.070138	0.373327	-0.084201	-0.234187	-0.693637	-0.067531
504	0.300762	0.213353	0.375935	0.769303	0.747724	0.222329	0.076654	-0.170321	-0.069686	-0.260889	-0.486985	-0.362854	-0.251873	-0.25	-0.135838	-0.103468	-0.07487
505	0.3331205	0.272609	-0.517566	0.028565	0.148001	0.197599	-0.05599	-0.007265	-0.018494	-0.177224	-0.174795	-0.313791	-0.790549	0.049918	0.227682	0.755584	0.017732
506	-0.255539	0.485592	-0.152368	-0.224789	0.194322	0.324592	0.113499	0.587388	-0.011773	0.302846	-0.054727	-1.296226	0.062865	-0.566732	-0.027798	0.079961	0.117292
507	-0.6199585	-0.743137	-0.360171	-0.554095	-0.023462	-0.106976	-0.081435	0.170672	0.329783	0.272614	0.060183	0.147553	0.168457	0.112312	0.241631	0.087226	0.095625
508	-0.0132775	1.070071	-0.096034	0.017617	-0.15831	-0.03943	0.455334	-0.552414	-0.080661	0.020532	-0.182873	0.067683	-0.430562	0.030811	-0.135779	0.129198	0.399429
509	-0.4506155	-0.205743	0.01259	0.114337	0.22349	-0.056874	1.253634	0.169439	-0.572542	-0.149815	-0.037046	-0.074834	0.067334	0.349836	0.178034	0.452357	0.294124
510	0.353874	0.841966	0.800525	0.215768	0.159026	-0.029449	0.257582	-0.211885	-0.083299	-0.226743	0.164624	-0.394291	0.03718	-0.130803	0.036984	0.200012	0.233498
511	-1.0058045	-0.628105	-0.617184	-0.276071	1.11402	0.094196	-0.522396	-0.036214	-0.550669	0.479502	-0.073514	-0.880249	-0.162511	0.397338	0.668988	0.479393	0.128973
512	-0.135515	-0.046087	-0.918023	0.294908	-0.03794	-0.024672	-0.079737	-0.345381	-0.003114	0.04672	-0.241835	0.425802	0.48944	0.774319	0.106104	0.372745	0.079513
513	0.5743745	0.588713	0.528143	0.12166	0.466291	0.197255	0.244468	0.410681	0.128459	-0.4058	-0.39146	-0.631314	-0.806547	-1.324472	-0.755444	-1.101939	-0.958021
514	0.1233075	0.513743	0.36753	0.698238	0.335318	0.345073	0.142395	0.39829	0.073402	0.082492	-0.282865	-0.106218	-0.32005	-0.247215	-0.097373	-0.066289	-0.239107
515	0.396018	0.373035	0.479703	0.147945	0.224996	-0.063337	0.149484	-0.155328	-0.433517	-0.654865	-0.909674	-0.264256	-0.122439	-0.585157	-0.5306	-0.43787	-0.116444
516	-0.025944	0.014521	0.720106	0.220874	0.233937	0.037781	0.3858	0.572565	0.10052	-0.396947	-0.59533	0.035901	0.155113	0.007333	-0.263437	-0.159173	-0.081452
517	-0.146242	-0.343862	-0.193608	-0.509156	-0.173143	-0.171555	0.309874	-0.100316	0.275245	0.459204	0.561411	0.399249	0.253455	0.003575	0.195239	0.162639	0.176888
518	-0.132125	-0.326141	-2.659815	0.016162	0.559321	0.211134	0.238489	0.215177	0.043604	-0.106856	0.257819	0.307136	0.375444	0.124948	0.355548	0.114732	-0.13672
519	0.6323055	0.433121	0.429601	0.668702	0.913285	0.775439	0.75711	0.833051	0.674071	0.422338	0.29004	0.208459	-0.024443	-0.311776	-0.149467	-0.124658	-0.125917
520	0.0181165	-0.518775	-0.53077	-0.048747	-0.379942	-0.224352	-0.838539	-0.851826	0.369108	-0.025951	-0.291317	-0.124087	0.608109	0.578281	0.199106	0.221467	0.144703
521	-0.2437745	-0.23085	-0.665833	0.003839	0.160679	0.283775	-0.141868	0.030496	0.29667	0.528019	0.221396	-0.126065	-0.042444	-0.595279	0.126754	0.355713	0.51026
522	0.955318	-0.142618	0.345486	-0.571604	-0.185904	0.08257	-0.036219	-0.168233	-0.07964	0.228182	-0.124202	-0.543591	-0.438608	-0.276766	-0.095737	0.160506	0.275531
523	0.526087	0.43051	0.405491	-0.021324	0.284997	-0.195563	-0.434961	-0.318465	-0.338619	-0.348951	0.016496	-0.259801	-0.129319	-0.391658	-0.04753	-0.278163	-0.252819
524	0.2910655	0.014414	0.644203	0.537566	-0.131784	-1.538751	-0.111976	-0.124827	-0.15703	-0.055609	0.355706	0.441811	0.238648	0.877385	0.21145	0.192971	0.023738
525	0.1494405	0.440558	0.059352	0.159365	-1.166118	0.027934	-0.046734	0.120322	-0.203902	-0.243194	0.026542	0.034535	-0.055528	0.175848	0.146091	0.103292	-0.03777
526	1.004066	0.336427	-0.001527	0.108582	0.319055	0.30076	-0.259701	-0.285851	-0.155738	-0.010233	0.121657	-1.016	0.096124	-0.104339	0.068571	0.205579	-0.302308
527	0.4254265	-0.070055	0.263861	-0.050923	0.067159	-0.107019	0.272744	0.190511	0.715875	0.214796	0.112431	-0.394174	-0.269954	0.366916	-0.418523	-1.753393	-0.954646
528	0.3033425	0.377725	0.726274	0.417171	0.168741	-0.078871	-0.223742	0.011513	-0.305041	-0.305137	-0.41655	-0.164904	-0.063149	-0.196942	-0.190368	-0.344968	-0.246211
529	-0.2145045	-0.062622	-1.078806	0.280017	0.216094	0.165437	0.368062	0.323706	0.171611	-0.021188	0.221678	0.267951	0.266304	-0.020365	0.162824	0.006338	0.195484
530	0.0058955	0.14032	-0.088324	0.283055	0.572298	0.03365	-0.10041	0.150874	0.867371	0.988785	0.8802	0.47012	0.745936	0.905403	0.660909	1.119432	0.346193
531	0.54531	0.777796	0.516217	0.717518	0.60063	0.651486	-0.142726	0.739254	0.316733	0.135015	-0.271862	-0.103745	-0.366713	-0.09111	-0.503775	-0.264847	-0.141911
532	-0.369825	-0.115222	-0.257468	-0.609811	-0.536929	-0.173259	-0.239297	-0.331724	-0.074722	-0.273461	-0.285834	0.28729	0.363642	1.539117	-0.410984	0.093436	0.156336
533	0.3921715	-0.075919	0.454788	0.169286	0.227852	0.375994	0.362727	-0.273104	0.22763	0.302147	-0.667635	-0.281485	-0.017669	0.226112	-0.238828	-0.202364	-0.180516
534	0.50573	0.509479	0.163015	0.319372	-0.004343	0.022654	-0.205626	-0.075255	-0.359286	-0.311715	-0.400064	-0.111639	-0.543034	-0.087559	-0.555137	-0.368257	-0.102531
535	-0.4517995	0.190525	-0.160502	-0.617541	-1.278779	0.082322	0.213619	-0.34395	-0.153629	-0.039715	0.135631	0.160894	0.107421	0.713632	0.199966	0.540165	0.14083
536	-0.2680945	-0.268356	-1.144097	0.316768	0.430972	0.084967	0.216547	0.251281	0.193274	0.320921	0.089031	-0.106702	0.085549	0.087471	0.419592	0.037188	-0.169525
537	-0.665148	-0.628791	-0.90187	-0.689322	-0.388844	-0.183532	-0.305105	-0.028422	0.056031	0.210324	0.250403	0.07393	0.086258	0.065248	0.074486	0.166591	0.122051
538	0.4643525	0.240462	0.457131	0.084214	-0.280072	-0.484823	-0.434612	-0.390917	-0.631964	-0.284962	-0.100237	-0.328511	-0.355181	-0.561553	-0.304124	-0.182771	-0.168675
539	0.151836	0.271466	-0.680398	0.47742	0.075148	-0.017734	0.46781	0.9555	0.122703	-0.292884	-1.05906	-0.025529	0.12772	-0.738962	-0.086885	0.306514	0.515425
540	-0.1642625	-0.187268	-1.293539	0.119066	0.445328	0.180417	0.448211	1.027771	0.641244	-0.227409	0.487694	0.088169	0.889562	0.367149	-0.334978	0.220256	0.170054
541	-0.184921	-0.843453	-0.526999	-0.303855	-0.376587	-0.167148	-0.290588	-0.148294	0.576414	-0.133247	0.102681	0.456675	-0.128664	0.298281	0.088633	0.184182	0.020364
542	-0.1101375	-0.107365	0.399509	-0.811859	0.374319	-0.229828	-0.071642	0.522229	0.327583	-0.428734	-0.03857	-0.050043	0.375067	-0.109678	0.200702	-0.550877	0.400739
543	0.569232	0.247605	0.511224	-0.124952	0.111402	-1.29074	-0.323995	-0.117119	-0.228491	0.062736	0.078497	0.053726	0.036813	0.011754	-0.238669	0.274405	-0.337414
544	-0.0911595	0.392842	0.151252	-0.106211	-0.758439	-0.287369	0.788277	-0.363339	-0.964977	0.076871	0.018259	0.291643	-0.029838	-0.009943	-0.273263	0.254689	-0.364876
545	-0.002269	0.812338	1.494644	0.476084	0.144446	-0.013068	0.155302	-0.208244	-0.160182	-0.108628	0.087803	0.199976	0.110543	0.059841	0.044998	0.259949	0.082254
546	-0.6767845	-0.058648	-1.280604	0.260743	0.164102	-0.059282	0.150996	0.542823	0.260316	0.00679	0.404167	0.13759	-0.268252	0.158909	0.231297	-0.084157	0.04129
547	-0.5295115	-0.541017	-0.062696	-0.349124	-0.055404	-0.276525	0.148465	-0.220593	-0.144657	0.119523	0.512445	0.458296	-0.115647	0.056295	-0.173417	0.470924	0.231543
548	-0.406301	-0.050625	-0.272218	-0.905158	-0.1622	0.253927	0.369071	0.136969	0.096581	0.711871	-0.725194	0.415751	-0.234207	0.130517	-0.540435	0.57043	-0.12792
549	-0.7821955	0.642673	-0.808776	0.04504	-0.457722	0.613466	0.409798	0.539567	0.235327	0.159275	-0.300184	0.571692	-0.080123	0.0569	0.147883	0.277178	0.241129
550	-0.1348175	0.00443	-0.597365	0.012737	0.395845	0.041645	0.045343	0.138143	0.5681	0.413632	0.837276	0.563351	0.110587	-0.087908	-0.173021	-0.278469	-0.173572
551	-0.4049485	-0.479046	0.52388	-0.108945	0.107811	0.314745	0.668388	0.041963	-0.318943	0.773387	0.043813	-0.368508	0.453887	0.243081	-0.015995	-0.425102	-0.040085
552	0.2539995	0.142662	-2.228193	-0.113576	0.148657	-0.295046	0.129768	0.522508	0.116844	-0.038855	0.32161	-0.052846	0.077418	0.078762	-0.155899	-0.274197	0.2588
553	-0.2157865	-0.031036	-2.051768	-0.020749	0.089596	-0.086304	0.186558	0.399791	0.415819	0.481726	0.485354	0.244677	0.328433	0.22422	0.210717	-0.021356	-0.132945
554	-0.0874215	0.061852	-0.36565	0.13517	0.291307	0.004121	0.020731	0.135675	0.062994	0.467017	0.215186	0.228764	-0.009205	-1.0496	-0.334257	-0.343865	-0.128081
555	0.2742485	0.444728	0.37215	0.208657	-0.163015	-0.245688	-0.360717	-0.664865	-0.644141	-0.792676	-0.787678	-0.658831	-0.433672	-0.545288	-0.112796	-0.151947	-0.463046
556	0.066528	-0.244183	0.425561	0.29615	-0.624903	0.204602	0.016967	0.28962	0.202242	0.176361	0.319092	-0.115086	-0.738774	-0.767361	-0.185171	0.063699	0.143838
557	0.6224505	0.758398	0.661798	0.686023	0.536608	0.443906	-0.197239	0.189803	-0.032438	0.194463	0.028608	-0.051316	0.00764	-0.145246	-0.004114	-0.100632	-0.848062
558	-0.055459	-0.514193	-1.030592	0.023544	0.127639	0.351489	0.270533	0.218768	0.176145	0.062904	0.50953	0.190898	0.352655	0.548357	0.062436	-0.180424	0.184745
559	0.5200355	0.554562	0.330157	0.179994	0.128033	0.111268	-0.132233	-0.229717	-0.399155	-0.360185	-0.506783	-0.709845	-0.659367	-0.664111	-0.500072	-0.006663	-0.040484
560	0.167545	0.207631	0.068364	0.087407	-0.07756	-3.358653	-0.222376	-0.096873	-0.010636	-0.718349	0.173726	-0.432627	0.250847	-0.022332	0.387491	-0.044191	0.056255
561	0.3138625	0.516944	0.759608	0.691157	0.714382	0.223935	0.268405	0.342226	-0.048125	0.022159	-0.104011	0.026864	-0.245939	-0.020829	-0.041305	-0.179526	0.125342
562	-0.015289	-0.187436	-0.419901	-0.171715	-0.490315	-0.447906	0.249749	-0.369555	-0.350555	0.092414	0.18441	0.365806	-0.151887	0.65448	-0.137616	0.249585	0.14307
563	-0.646407	0.208003	-2.210884	0.083327	0.107337	0.149945	0.324916	0.349448	0.284918	-0.064809	0.071893	0.147958	0.200425	0.115475	0.027402	0.057024	0.206931
564	-0.1560005	0.059396	-0.976801	0.090836	0.095682	0.122572	0.217009	0.054784	-0.023565	0.120468	0.027447	0.037992	0.490216	0.419772	0.088804	0.446389	0.017582
565	0.0840655	0.115311	0.516288	-0.104936	-0.22793	-0.692159	-0.332815	0.089846	-0.271769	-0.360624	-0.565506	-0.445253	-0.293918	-0.308438	0.116305	-0.070848	0.068016
566	0.2114715	0.404517	0.533249	0.43585	0.482282	-0.038147	0.049643	-0.241056	0.051678	0.232149	0.244572	0.160466	-0.154814	-0.506873	-0.373973	-0.236818	-0.404883
567	-0.030338	0.011581	0.126793	-0.839784	-0.134694	-0.203422	-0.145263	-0.215117	0.255613	-0.557283	0.125639	0.603398	-0.020787	0.323717	-0.298605	0.177361	-0.059073
568	-0.1267435	0.416799	-1.578061	0.107972	0.129838	-0.086616	0.346887	0.45237	0.275019	0.468065	0.120235	-0.085118	0.069375	0.06107	-0.045522	-0.141933	-0.179803
569	-0.6497325	-0.787462	-0.782695	-0.297287	-0.360203	-0.267899	-0.174048	0.073506	0.059832	0.342371	-0.228282	-0.035312	0.176271	0.248118	0.287166	0.533827	0.449351
570	-0.235063	0.098128	-0.622406	0.168622	-0.341397	-0.002844	-0.558331	0.094595	0.046094	0.612435	-0.19237	0.244386	-0.167474	0.032302	0.045584	0.262219	0.22384
571	0.0899655	0.050923	0.224283	0.6247	1.016662	0.841569	0.828097	0.507015	0.505642	0.434458	0.346967	-0.101493	0.12464	0.226875	0.320381	0.163532	0.390784
572	-0.2642985	0.034763	-0.943377	0.195733	-0.056462	0.02797	0.108517	0.469429	0.055502	0.371312	0.149003	0.087692	-0.027229	0.317893	0.277296	-0.031536	0.202304
573	0.0237145	0.542456	0.362801	0.234217	0.191581	0.544103	-0.094709	0.357195	0.104473	-0.077941	-0.002523	0.388284	0.09638	0.00419	-0.179797	-0.895546	0.071107
574	-0.379828	0.203034	-2.842768	0.038278	0.240834	0.14315	0.090714	0.143037	0.159467	-0.016316	0.215304	0.023985	0.436666	0.006212	0.062751	0.222137	0.155043
575	-0.8518315	0.005824	-0.681863	0.077981	0.305866	0.264322	0.23528	0.069563	0.010919	0.463369	0.076094	-0.11966	0.100035	0.248302	0.1716	0.016123	0.210106
576	-0.281885	-0.391039	-0.578313	-0.343079	-0.185879	0.364378	0.303811	0.55965	0.648138	0.724	0.487461	0.152578	0.34477	0.043445	0.017741	0.237972	0.074259
577	0.5356625	0.651494	0.674206	0.069703	-0.521806	-0.31671	-0.744197	-0.137109	-0.447173	-0.191203	-0.533515	-0.475983	-0.388045	-0.177671	-0.185436	-0.029699	-0.238606
578	0.121242	-0.059366	-0.180316	0.016026	-0.378109	-0.11055	-0.062698	-0.498522	0.460854	0.051986	-0.648337	0.17202	0.452769	0.271405	-0.153919	0.221337	0.215991
579	-0.354256	-0.263624	-0.433832	-0.385255	-0.912708	-0.185779	-0.540255	-0.031137	-0.187952	0.059434	0.261241	0.238425	0.257302	0.056656	-0.307803	-0.245737	-0.033645
580	-0.266567	0.036122	-1.122442	0.018989	0.12858	0.073095	0.24161	0.19099	-0.150629	0.040117	-0.017845	0.275968	0.140593	-0.045778	0.285613	-0.347745	0.019952
581	0.0629355	0.458768	0.101661	0.528149	0.151086	-0.038144	0.65134	0.14409	0.127811	0.272739	-0.113177	0.061321	0.15257	0.012077	-0.227888	-0.786238	0.023862
582	0.7602705	0.110186	0.493902	-0.059826	-0.51747	-0.604808	0.154748	-0.20996	-0.021464	0.250863	0.309215	-0.387371	-0.438677	0.074316	-0.32278	0.216771	0.043642
583	0.1447775	0.525786	0.725089	0.130812	0.863395	0.09457	0.371937	-0.022732	0.370744	-0.061822	0.3219	0.133732	0.023342	-0.281109	-0.45226	-0.439117	-0.535322
584	-0.1074575	-0.273762	0.230614	-0.217985	-0.092507	-0.32067	0.841437	-0.122296	-0.044777	0.207682	0.106508	-0.992032	-0.038305	0.3844	-0.432803	0.340066	0.064518
585	0.343549	0.183782	0.650706	0.03146	0.263907	-0.26484	0.101553	-0.174714	-0.073076	-0.358272	-0.03317	-0.175941	-0.20369	-0.203682	-0.360143	-0.323765	-0.537236
586	0.008272	-1.232435	0.296417	-0.067209	-0.188607	-0.231392	-0.203192	-0.239679	0.629726	-0.186698	-0.803484	0.275553	-0.008035	0.474265	-0.010105	0.804277	0.327138
587	0.5025945	-0.156125	-0.143176	-0.394375	-0.138941	-0.69731	-0.512431	0.12905	0.162306	0.173528	0.07543	0.514363	-0.055121	0.119918	-0.089733	-0.054202	-0.072227
588	-0.0352795	-0.306927	0.41006	-0.584457	0.244798	-0.025412	-0.442374	-0.042068	-0.276438	0.281185	0.115431	-0.933454	-0.110793	-0.064068	0.388171	0.369946	0.161833
589	0.405482	0.637606	0.24614	1.049485	0.570514	0.74209	0.711453	0.806294	1.067443	0.88702	0.692228	0.721756	0.341976	0.353734	-0.025278	0.129541	-0.261058
590	-0.1318185	-0.157082	-2.270831	0.23907	0.416804	-0.074009	0.393016	0.510938	-0.28197	0.342646	0.470927	0.121537	0.308595	-0.001019	-0.294506	-0.26462	0.268592
591	0.566143	0.980587	1.348392	1.170549	0.730337	0.383751	-0.007526	-0.001062	-0.059217	0.10058	0.005262	-0.212669	-0.127123	-0.325505	-0.14796	-0.525103	-0.395597
592	0.3415255	-0.396942	0.255361	-0.811747	-0.022038	-0.101738	0.599903	-0.358265	-0.324763	-0.186053	-0.511829	-0.469935	-0.071819	0.2436	-0.159179	-0.167713	-0.114782
593	0.301642	0.168016	0.166692	0.189947	-0.269702	-0.094395	0.020666	0.162217	0.234082	0.67401	0.040542	-0.478739	0.065683	0.139658	-1.11525	-0.290865	0.189579
594	0.309273	0.516445	0.469923	0.120865	-0.176935	-0.147419	-0.097242	0.083375	-0.344696	-0.276364	-0.782023	-0.378701	-0.274311	-0.213273	-0.198192	-0.168357	-0.342638
595	-0.2652285	0.30067	-0.492676	0.140394	0.116965	0.149654	0.13007	0.085568	0.155065	0.344878	-0.176671	0.314985	-0.045535	-1.830787	0.173759	-0.071089	-0.192503
596	0.245195	0.278011	0.167549	0.264393	0.18453	0.198701	0.906802	-0.080508	-0.192561	0.070864	0.124851	-0.820877	-0.076573	0.039052	0.104207	0.301761	0.020976
597	-0.443496	0.103248	-0.500332	0.058361	0.093324	0.018718	-0.221465	0.580246	0.444876	0.092274	-0.450929	0.195913	-0.13984	0.251896	0.025052	-0.235072	0.062186
598	-0.5076565	0.307521	-1.279651	-0.470326	0.13566	0.217289	0.14032	0.115824	0.305701	0.121361	0.090055	0.361438	0.51989	0.353304	0.156906	0.227105	0.380861
599	-0.7318975	-0.137164	-1.435635	-0.414445	0.154159	0.193872	-0.054145	0.293544	0.351374	0.155724	0.26868	0.049704	0.410991	-0.071854	-0.009195	0.649055	0.152745
600	0.1212995	0.003637	-0.240744	-1.67578	0.126539	-0.268878	0.028018	0.174941	0.269582	0.281627	0.289992	-0.181006	-0.147918	0.194575	-0.009083	0.360991	0.071726
