Time	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
1449	-0.2203305	0.094561	0.030827	-0.082069	-0.224679	-0.080133	-0.408574	-0.284504	-0.711078	0.472818	-0.144246	0.195407	-0.240698	0.161536	-0.313331	0.443459	-0.56591
1450	-0.283165	0.05372	-0.665546	0.066307	0.316795	0.218664	0.20832	0.302047	-0.103819	-0.001926	0.062888	0.299153	0.659413	0.427289	0.148274	-0.302704	0.176137
1451	-0.0948165	0.104719	-0.104075	-0.147026	0.167959	-0.056826	-0.277911	0.042684	0.064199	0.183525	-0.502087	0.057912	-0.045695	-1.009082	-0.071079	0.523288	0.087653
1452	0.351535	-0.342407	0.344416	0.12964	0.263036	-0.506954	-0.623069	0.127409	0.063777	0.025496	0.337695	-0.575583	0.128918	0.050428	0.061003	0.123036	0.147658
1453	-0.260289	0.053201	-2.017134	-0.328449	0.232578	0.080366	0.132997	0.024123	0.065527	0.0185	0.149622	-0.034157	0.400716	0.180023	0.125284	0.088147	0.241429
1454	0.341516	-0.478542	-0.333386	-0.058231	-0.470007	-0.117068	0.337054	-0.092975	-0.354453	0.121221	0.113879	-0.15079	-0.241805	0.282532	-0.460932	0.85705	0.115487
1455	-0.5247915	0.114734	-0.943055	0.31799	0.237979	-0.125809	0.077106	0.4677	0.50722	0.215539	0.007934	0.255929	0.265321	0.211935	0.064938	0.085307	-0.252331
1456	-0.061501	-0.035522	-3.077919	0.194175	-0.004937	0.267294	0.289329	0.532278	-0.028589	0.049422	-0.004742	0.115935	0.303968	-0.054624	0.104745	-0.120031	0.35286
1457	-0.609927	0.414792	-0.551372	0.103263	0.113976	-0.106346	0.476791	0.70411	-0.05506	0.118177	0.170709	0.274875	0.009523	0.434216	0.006176	0.154731	0.076833
1458	0.0202095	0.438498	-0.756616	0.251563	0.151772	0.068493	0.28187	0.387805	0.188573	0.023922	0.315171	0.207885	0.272938	0.103166	-0.102158	-0.787863	0.026893
1459	0.3168525	-0.478353	0.066156	0.095726	-0.161888	-0.065733	1.157246	-0.269872	-0.179898	0.356977	1.599098	-0.097396	-0.357296	0.039063	0.182858	0.60504	0.059931
1460	0.35791	0.158452	-0.225072	0.33669	0.155964	-0.255335	-0.001105	-0.039997	0.142734	-0.308826	-0.499032	-0.457139	-0.40027	0.340685	0.202144	0.409708	0.250488
1461	-0.1355025	0.306776	-1.081604	0.341857	0.097779	0.099013	0.067074	0.320494	-0.57195	0.027282	-0.286872	0.156946	-0.170476	0.168411	0.21363	0.013731	0.176066
1462	-0.1387335	0.086027	-1.081032	-0.21678	0.000625	-0.14862	0.004069	0.322488	0.240332	-0.108117	-0.256291	0.134448	-0.128979	0.045087	0.03114	0.040801	0.066633
1463	0.1640385	-0.409081	0.121871	-0.263586	-0.337369	-0.06253	-0.136509	-0.160196	-0.116595	0.091072	-0.701727	0.52041	0.108061	0.506807	-0.098956	0.038794	0.090715
1464	0.112993	0.39812	-0.954122	-0.021217	0.33413	-0.053884	0.259149	0.290712	0.234432	0.116912	0.136098	-0.017949	0.093475	0.051	0.091869	-0.218282	0.106561
1465	-0.1380975	0.351127	0.007013	0.293287	-0.366786	-0.090186	-0.25955	-0.014682	0.185626	0.22575	-0.804079	0.528313	-0.047578	0.298932	0.050563	0.386348	0.385679
1466	-0.107741	-0.071392	0.31176	0.160565	-0.278651	0.029674	0.328107	-0.130374	-0.13193	0.105755	-1.188509	0.181414	0.385889	0.132175	-0.115644	0.477357	0.09995
1467	-0.306379	-0.107393	-2.060374	0.223992	0.111903	0.388642	0.373562	0.242119	0.344513	0.0599	0.067487	0.086607	0.539049	0.437149	0.136072	-0.148375	0.131627
1468	-0.0185785	0.102738	0.083124	0.227005	0.506977	0.419184	0.284356	0.238204	-0.197382	-0.073583	-0.42869	0.219563	-0.485317	-0.506608	0.094139	-0.46428	-0.207686
1469	0.169045	-0.290751	-0.122413	-0.204512	0.110904	0.370911	0.09881	0.023023	-0.402896	0.149932	0.699639	0.082928	-0.025295	-0.208548	0.22795	-0.900074	-0.027731
1470	-1.2290975	-0.503487	0.03504	-0.349962	0.041171	0.352895	0.137479	0.051474	0.122996	-0.415502	-0.305277	-0.02902	0.129936	-0.219449	0.129199	0.295879	0.141714
1471	0.057024	0.156033	-0.34607	0.442619	-0.355343	0.360625	-0.301814	0.427899	-0.292163	0.173106	0.191645	0.168855	0.103128	-1.065966	0.193298	-0.056452	0.324164
1472	-0.086183	0.027228	0.045006	0.13789	-0.117071	0.150322	-0.184072	-0.191416	-0.181542	-0.044298	0.053526	-1.219182	-0.572838	-0.534488	0.083699	0.037187	-0.070632
1473	0.5051585	0.812411	0.779488	0.550164	0.094695	0.088558	-0.160023	-0.22482	0.112136	0.283651	0.520479	0.518059	0.18587	-0.05112	0.072045	-0.019197	0.355119
1474	-0.005042	0.249468	-2.367221	0.37676	-0.07564	0.351019	-0.225085	0.54442	-0.014274	-0.063669	-0.062199	0.034791	0.235283	-0.143658	0.087549	-0.297575	0.120073
1475	-0.02057	0.391058	0.210775	0.401396	-0.360106	-0.461477	0.285527	-0.336085	0.018435	-1.904531	0.074408	0.268925	-0.02548	0.056874	-0.425399	0.269475	-0.322828
1476	-0.1250515	-0.217727	0.31201	0.386162	0.404581	0.159804	0.242897	-0.199569	0.131347	0.532199	-0.170194	-0.014511	0.217929	-0.447132	1.000963	0.369393	-0.170221
1477	0.2184585	-0.094273	-0.566582	-0.49712	-0.309072	-0.370175	0.033304	-0.174171	-0.146741	-0.007239	0.918835	0.100001	-0.038519	1.11128	0.557096	-0.187021	-0.618456
1478	0.3197925	-0.235266	-0.04451	-0.132399	-0.245715	-0.312991	0.812328	-0.369322	-0.233332	0.025169	0.160651	-0.382642	0.123009	0.235698	0.007649	-0.193258	0.181995
1479	0.010657	-0.231466	-0.000766	0.066491	0.084123	-0.137763	0.049207	-2.167134	-0.167775	-0.08684	-0.307592	0.118202	0.16458	-0.081192	0.220714	0.061628	0.194023
1480	0.074124	-0.403455	-0.029374	-0.81737	0.454142	-0.025522	-0.18964	-0.368092	0.084637	0.175725	0.272831	0.199091	-0.075519	0.06249	-0.042553	-0.293383	0.11661
1481	0.0975875	0.067288	-0.473271	-0.370265	-0.131106	-0.330536	0.627617	-0.169752	-0.184855	-0.214478	0.470817	0.268161	-0.033462	0.065599	-0.053322	0.514485	0.096242
1482	0.0081225	0.222363	-1.103297	0.042336	-0.099092	0.230911	0.100276	0.258055	0.091573	0.281347	-0.112365	0.083176	0.220395	0.058991	0.07116	0.199328	-0.085048
1483	0.0272615	-0.171066	0.170699	-0.050694	0.102274	-0.252929	0.038122	0.103064	0.359116	0.112582	0.093168	0.022036	0.199095	-1.419993	-0.089845	-0.080098	0.006105
1484	0.1054005	0.087451	0.573721	0.211356	0.312478	-0.051749	-0.091237	0.19053	0.802318	0.166605	-0.305719	-1.408174	0.23406	0.064572	0.176465	0.058472	-0.242774
1485	0.032186	-0.186229	-0.903034	0.051767	0.387895	-0.148874	-0.0175	0.145661	0.414602	-0.353107	0.293842	0.135104	0.236937	0.068406	0.196077	-0.063374	0.047287
1486	0.1044115	0.108162	0.277833	0.007494	0.177491	0.158038	-0.376204	-0.234915	-0.108733	0.445937	0.489176	-0.055005	0.057649	-0.625028	0.391131	-0.425593	0.121984
1487	-0.041978	0.188514	-0.120379	-0.191677	-0.29682	-0.425029	0.26732	-0.212828	-0.139388	-0.19925	-0.147222	0.327699	-0.026137	0.455065	-0.181277	0.757017	0.110412
1488	-0.0507175	-0.299341	0.209371	-0.358885	0.133985	-0.229052	0.658763	-0.090817	0.008376	0.111983	0.745445	-0.122	0.056562	-0.138962	0.113038	-0.510985	-0.052339
1489	0.0733155	0.083684	0.075859	-0.56152	0.104328	0.333889	0.531187	-0.19935	-0.113898	0.201941	0.445103	-0.448761	-0.58828	0.138439	0.022852	0.188874	0.321891
1490	0.088303	0.321158	-1.922849	0.221418	0.289462	0.20177	0.409632	0.291062	0.634453	0.117889	-0.100733	-0.151356	0.359182	0.080124	0.144206	0.117067	0.061984
1491	0.246548	0.221809	-0.219547	-0.139922	-0.072759	-0.195086	0.631169	-0.266543	0.242274	0.36066	0.908406	-0.067051	0.29366	-0.056686	0.24769	0.049726	0.183002
1492	0.0226595	0.051124	0.192007	0.297212	-0.128161	0.395476	0.014197	0.505408	-0.357748	-0.272276	-0.574272	-0.347239	0.016523	0.524828	0.147968	-0.084765	0.044462
1493	0.249422	-0.095563	0.251292	0.061296	0.07659	0.234442	0.208064	0.103034	0.269398	0.04181	0.15554	-1.476819	-0.01881	-0.144186	0.158014	-0.237254	0.035204
1494	-0.176902	0.051957	-0.783945	0.284195	0.344229	-0.075552	-0.107061	0.565719	0.44958	-0.062578	0.106334	0.117694	-0.269101	-0.001088	0.075027	-0.009496	0.126952
1495	-0.179167	-0.027638	-0.928773	0.443574	0.191687	0.067936	-0.199431	0.582727	0.235263	0.06916	-0.064902	0.234192	-0.090982	0.254834	0.306174	0.22886	0.015494
1496	0.08855	-1.81072	0.168751	-0.06808	0.43096	0.394168	-0.151799	0.130958	0.438036	0.017054	0.011981	0.06699	0.147194	-0.002122	0.08733	-0.011891	-0.125534
1497	0.2665935	-0.681292	-0.113871	0.249535	0.17023	0.064714	0.127649	-0.12535	-0.059365	-0.260135	-0.035523	0.789259	0.514241	-0.253251	-0.172887	0.314203	0.000274
1498	-0.3192425	0.662296	-0.518113	0.466504	-0.211217	0.193371	-0.41976	0.076697	-0.156093	-0.065261	0.247083	0.495951	-0.534512	0.040509	-0.13	-0.06381	-0.030505
1499	0.16135	-0.379779	-0.00567	-0.403175	0.330218	-0.422989	-0.038035	-0.187883	-0.578742	0.040542	-0.235154	0.343998	-0.218167	-0.14051	0.604136	0.533866	-0.027598
1500	0.352165	0.504461	0.53043	0.015744	-0.017319	-0.456014	-0.272387	-0.354034	-0.303462	-0.241542	-0.229728	-0.358949	-0.267297	-0.382749	-0.053493	-0.20838	-0.245191
1501	0.2566705	0.356636	-0.372093	-0.101117	-0.307978	-0.240498	-0.303645	0.036304	-0.251915	-0.356753	-0.630921	0.108716	-0.414251	-0.083758	-0.304972	0.496036	0.548167
1502	-0.6102485	-0.236392	0.27604	-0.233371	0.221516	-0.247775	0.150466	-0.759492	-0.422483	-0.59638	-0.303769	0.014336	0.213225	-0.35347	0.21995	-0.586627	0.617706
1503	0.026023	-0.361401	-0.029659	-0.171422	-0.184163	-0.539798	0.629662	-0.276962	-0.238474	0.309986	0.622942	0.084323	0.03992	0.28152	0.284499	0.457743	0.285147
1504	-0.3453675	-0.132945	-1.20719	0.438944	0.125174	0.076071	0.218844	0.419381	-0.30152	0.106934	0.462601	-0.170358	0.270102	0.25125	0.218592	0.316981	0.217155
1505	0.2066335	-0.43423	0.181722	0.09275	-0.4273	0.100446	0.421744	0.002463	-0.322988	0.512698	-0.20319	-0.316222	-0.114975	-0.097461	-0.187418	0.395684	0.446646
1506	0.137779	0.204382	-0.15979	0.328143	0.329158	0.036983	-0.210116	0.331742	-0.019559	-0.078852	-0.049256	-0.448619	-0.010482	0.044416	0.911269	-0.566802	0.161189
1507	0.025215	-0.181318	-0.151337	-0.271626	-0.132366	-0.017398	0.521488	-0.259324	-0.044287	0.230148	0.919298	-0.379479	-0.041678	-0.129951	-0.094309	0.531327	0.152993
1508	0.12729	-0.197689	-0.281171	0.145501	-0.370723	-0.074259	0.386544	0.325453	0.117112	0.494543	-0.185792	-0.236261	-0.326192	-0.242717	-0.423647	0.790651	-0.330528
1509	-0.125165	0.118845	0.052729	0.309853	0.345312	-0.051761	-0.066846	-0.075382	0.203034	0.142682	-0.374046	-1.141361	0.206158	0.005637	-0.056788	-0.14071	0.019852
1510	0.0033395	-0.285973	-0.402737	0.489675	-0.280994	0.206855	-0.622956	0.045464	-0.241538	-0.141721	-0.514973	0.25746	0.048007	0.558791	0.028179	0.010085	0.010902
1511	0.1493655	-0.026815	-1.166434	0.352059	0.040132	-0.000418	0.10984	0.031128	0.110159	0.184556	0.28288	0.228003	-0.048318	0.062288	0.121112	0.124149	-0.02727
1512	0.336644	-0.298042	0.693335	0.315454	0.206175	0.143043	0.123841	0.006753	0.150509	-0.02854	0.376397	-0.601272	-0.12322	0.170735	0.140027	0.321817	-0.297698
1513	0.2601655	-0.593822	0.148862	-0.447133	-0.761284	-0.21311	0.231541	-0.477149	-0.036569	-0.06512	0.142217	0.728895	-0.168412	1.004079	-1.158519	0.476304	0.034745
1514	-0.08325	-0.220844	-0.127226	-0.396774	-0.225602	-0.383843	0.566438	-0.357322	-0.329706	-0.357804	-0.160107	0.647746	0.091529	1.187175	-0.724749	0.082998	0.002223
1515	0.0163875	0.045496	-1.206381	0.484396	-0.113145	-0.04375	0.210756	0.191623	-0.098416	0.023649	0.201185	0.012764	0.289884	-0.092018	0.146667	0.162135	0.191652
1516	-0.1413375	0.336149	0.248719	0.179488	-0.856003	0.274679	0.392242	-0.022175	0.114662	0.635254	-0.099326	-0.201427	-0.790029	0.279741	-0.078422	0.038538	0.032355
1517	0.2718465	0.122868	0.016905	-0.229239	-0.098368	0.022872	-0.235913	-0.133669	0.08493	0.203063	-0.011628	-0.350994	0.009775	0.028927	0.118364	0.287201	1.040499
1518	-0.0838515	-0.163765	-1.115545	0.078174	0.088245	0.200085	0.062573	0.281354	0.143101	-0.090552	-0.064937	0.163635	0.054854	-0.112605	-0.091714	0.014258	-0.025937
1519	0.1965045	0.091058	0.631557	-0.182176	-0.536394	-0.014024	-0.529041	-0.128064	0.281986	-0.157881	0.089831	-0.160433	-0.265428	-0.030966	0.344399	-0.278451	-0.131462
1520	0.0651355	0.905554	1.947831	1.186355	0.734897	0.249038	0.288404	0.03815	0.190435	-0.059232	0.359957	0.159837	0.09612	0.364727	-0.316407	0.342441	0.050052
1521	0.2813245	-0.008481	-0.09921	-0.507894	-0.128619	-0.053165	0.449134	-0.369826	-0.309017	0.34185	0.610269	0.085013	-0.321051	0.320798	0.225406	0.34674	-0.169306
1522	0.2352035	0.081663	0.085493	0.271466	0.141316	0.30197	-0.084444	-0.039036	-0.132183	0.331768	0.709878	0.505157	-0.940292	0.05676	-0.098461	0.298418	0.141344
1523	-0.3652625	-0.266216	-0.449052	0.197301	-0.150001	0.186925	0.126446	0.347114	0.050944	0.351459	-0.022148	0.343947	0.704261	0.30514	-0.018311	-0.27076	0.240531
1524	0.2353185	0.11491	0.117008	0.434276	-0.417765	0.293953	-1.579287	0.471709	-0.021647	-0.78028	-0.190655	0.115078	-0.061938	-0.765352	-0.067571	0.381314	-0.178383
1525	0.007206	-0.106342	-0.102025	-0.130564	0.014647	0.000945	0.464011	-0.277991	-0.606763	0.054021	-0.11402	0.848785	-0.128229	0.186214	-0.089701	0.505208	0.163442
1526	0.0846875	0.120899	0.340201	0.289782	-0.022182	0.04128	-1.435294	0.399552	-0.235664	0.002749	0.025037	-0.188452	-0.015314	-0.134199	-0.026232	-0.303523	-0.045249
1527	0.099243	0.020614	0.30049	0.25407	-0.306753	0.756779	0.190286	0.683866	0.059808	-0.217883	-0.400544	0.006919	0.08229	0.187033	-0.118542	0.806018	0.035546
1528	0.0512595	-0.527796	0.060078	0.220939	0.018751	-0.25501	0.160699	-0.58528	-0.169604	-0.03562	-0.531822	0.361757	0.173701	-0.052188	0.149813	0.261128	0.382179
1529	-0.103179	0.214778	0.431805	-0.317491	0.431069	-0.195283	0.181658	0.139659	-0.347034	0.33771	-0.364812	-0.248654	0.255282	-0.212787	-0.043753	-0.673163	-0.178133
1530	0.1798685	-0.629234	0.290304	-0.175279	-0.33449	-0.012225	-0.012259	0.25676	0.612023	0.282625	-0.3976	0.788818	-0.009248	0.361216	0.057884	-0.152667	0.231359
1531	0.7499215	-0.411223	-0.060445	-0.230263	0.474707	0.095455	0.2585	0.420958	0.624615	0.301821	0.272433	0.611149	0.231671	0.023085	0.086381	0.220277	0.152002
1532	-0.0585065	0.197513	-0.10944	-0.089408	0.278145	0.158668	0.275615	0.456545	0.686289	0.697634	0.978647	0.447674	0.455756	0.55323	0.375433	0.386898	0.022239
1533	0.250889	0.028328	0.195956	0.280831	-0.094379	0.468692	-0.420532	-0.066094	0.165035	0.43974	-0.745894	-0.368297	-0.277755	-0.082235	0.129758	-0.099319	-0.226593
1534	-0.465675	0.049638	-1.089404	0.213019	0.215742	-0.121019	0.119083	0.953454	0.241357	0.191609	-0.581133	0.019943	-0.168476	0.347768	-0.086194	0.113128	0.099658
1535	-0.0018965	0.226039	-1.212347	-0.218818	0.236603	0.18511	-0.039582	0.005486	0.49333	0.076601	-0.043434	-0.06262	0.443286	0.034164	0.09663	-0.324706	0.048938
1536	-0.615732	0.222856	-0.043664	0.251	0.92457	0.295377	0.322352	0.248528	0.421726	0.202378	0.021262	0.568467	0.098281	-0.021048	-0.045542	0.225536	0.494736
1537	0.602027	0.479859	0.527402	0.199799	0.204969	0.134011	-0.211695	-0.048944	-0.216585	-0.257488	-0.185424	-0.135961	-0.280715	-0.439114	-0.357664	-0.183239	-0.227882
1538	0.457411	-0.255662	-0.082339	-0.325855	-0.926552	-0.14891	-0.019935	-0.448568	0.00688	0.270568	0.387904	-0.331622	0.13299	0.08434	0.260206	0.058716	0.243774
1539	-0.3531325	-0.214121	-0.961593	0.074463	0.169141	0.168358	0.395074	0.121544	0.139589	0.190417	0.381656	0.090313	0.186823	0.185401	0.304395	0.003238	0.201071
1540	-0.651072	0.172506	-0.540704	0.370379	0.031522	-0.07889	0.159791	0.48341	-0.366494	0.258083	0.137367	0.37837	0.192736	0.345485	0.185903	0.127992	0.299686
1541	0.249795	-0.104199	-0.010471	0.109926	0.237968	0.104588	-0.049798	-0.447113	0.637115	0.077283	0.72351	-0.078747	0.321521	-0.028674	0.02704	0.516356	-0.202815
1542	-1.079846	0.156338	0.343882	0.385709	-0.130936	0.046523	0.231959	0.405642	0.256427	0.130215	0.155177	-0.547929	0.054356	0.178765	-0.335324	0.216287	0.057691
1543	-0.0663075	0.079827	-0.434411	-0.30482	0.127437	-0.179429	-0.028821	-0.762808	0.276876	0.023262	-0.466655	0.395457	-0.094621	0.13848	-0.141792	0.501738	-0.130113
1544	-0.3769535	-0.101238	0.561794	0.028855	0.57527	-0.273452	0.014382	-0.078596	0.159106	-0.175366	-0.050797	-0.10678	0.096196	0.552297	-0.277427	-0.354297	-0.343386
1545	0.2200855	0.10483	0.958681	-0.206568	0.002753	0.204347	-0.049678	-0.67405	-0.278286	0.252247	-0.04688	-0.052996	-0.489649	0.082445	0.232388	0.220983	0.147283
1546	0.068436	-0.243864	-3.304886	0.138362	0.424431	0.322671	0.657732	0.294699	0.193894	-0.169728	0.07369	0.304419	0.079434	0.412851	0.126078	0.021658	0.498205
1547	0.0411375	0.344774	-0.121827	0.202197	-0.238561	-0.157995	-0.185429	-0.093172	0.080312	0.1622	0.086043	0.451366	0.085095	-0.967953	0.384096	-0.810666	-0.386505
1548	-0.1345065	-0.550948	0.718483	0.662947	0.167826	0.019001	0.672747	-0.305507	0.202917	-0.001045	0.121315	0.184438	-0.193333	0.449993	0.382921	-0.049792	0.109933
1549	0.1771185	0.463673	-2.326593	0.2823	0.450747	-0.208292	0.388159	-0.417654	0.105665	0.165637	-0.249609	0.332312	0.289092	0.111501	0.08534	-0.129366	0.086863
1550	0.095348	0.225943	0.147074	0.237644	0.028441	-0.305474	-0.35969	0.551486	-0.21968	0.200144	0.088005	-0.92382	-0.24401	-0.077246	0.242675	0.108528	0.139984
1551	-0.2594095	-0.226579	-1.713166	0.339007	0.524272	0.182673	0.434417	0.375259	0.784753	-0.108939	-0.190999	-0.329641	0.039492	0.121926	-0.253577	0.110672	-0.076491
1552	-0.1615955	0.143622	-0.753228	0.007393	0.111258	-0.582241	-0.172749	0.104258	0.773508	-0.064703	0.45349	-0.003019	-0.172063	0.086137	0.315695	0.147428	0.015085
1553	0.0772425	0.414452	0.661924	0.560818	0.578387	0.199379	0.078199	-0.082741	-0.299139	-0.116669	-0.395887	-0.10157	0.069385	-0.390943	0.178964	0.081902	-0.024119
1554	-0.163893	-0.028863	-0.160784	-0.034259	-0.164194	-0.053008	1.169691	-0.379509	-0.300444	-0.218408	0.097526	-0.217608	0.070615	0.181593	0.019703	0.719757	0.000301
1555	0.183118	0.221236	0.114302	0.264232	0.22426	0.245262	0.42809	-0.576465	-0.171227	0.13877	0.695792	-0.69259	-0.00205	-0.050555	0.264302	0.343619	-0.169058
1556	0.304484	0.475947	0.031755	0.20887	0.024574	0.142632	-0.059545	-0.043455	-0.075824	0.48606	-0.908623	0.121771	0.117694	0.042399	-0.338837	0.189428	0.141098
1557	0.260686	-0.117785	0.050173	0.627056	0.027336	-0.529899	0.390346	0.199673	-0.024499	-0.126674	0.768584	0.187212	-0.000114	0.294583	0.196816	0.884163	-0.038845
1558	0.060649	-0.44698	0.099538	0.278151	-0.090579	-0.493376	0.407177	0.189439	-0.248198	-0.082797	0.781738	0.680279	0.425019	0.020505	0.15833	-0.184942	0.250577
1559	-0.0103275	0.119138	0.157793	0.07955	0.148194	0.145524	-0.065492	0.155194	0.044913	0.096763	0.612423	0.223665	0.552967	0.046647	-0.127919	-0.81317	-0.133133
1560	0.034318	0.224778	0.258159	0.03802	-0.190307	-0.022746	-0.202813	0.367674	0.281036	0.185555	-0.455889	-0.217936	0.141577	-0.952406	0.100804	0.119732	0.099303
1561	0.3607335	-0.353672	0.090131	-0.889046	-0.113649	-0.07473	-0.096669	-0.47712	-0.228362	0.487062	-0.125695	-0.137768	0.38167	-0.090832	-0.237962	0.216922	-0.071284
1562	0.1589595	-0.752752	0.253054	-0.092935	-0.187986	-0.109036	0.096646	-0.369028	-0.031165	0.215649	1.327157	-0.235535	0.110114	-0.040442	0.049265	0.060448	0.153847
1563	0.0747995	0.751691	0.107455	-0.017758	-0.526323	0.488053	-0.77504	0.545016	-1.375285	0.442988	-0.134941	0.213501	-0.340677	0.126231	-0.264987	0.092873	-0.684714
1564	0.2198655	-0.492822	0.204179	0.248485	-0.632833	0.236995	-0.026781	0.175202	0.493924	0.181214	-0.537845	0.351538	-0.445488	0.113816	0.134071	0.050832	-0.050517
1565	-0.0777595	-0.317899	-1.0305	0.52747	-0.118041	0.059736	0.079838	0.283625	0.049755	-0.004057	-0.172194	0.423103	0.427296	0.3685	0.148449	-0.06653	0.134439
1566	0.1542725	0.204853	0.165443	0.089402	-0.222062	0.048769	0.207188	0.142649	0.232912	0.120291	-1.749358	0.136634	-0.16882	-0.063061	-0.04182	0.041017	-0.024413
1567	-0.029344	-0.371472	-0.38499	-0.038283	0.345041	-0.398362	0.70508	-0.643278	0.231276	-0.330372	0.13349	-0.004278	-0.161923	-0.012509	0.149097	0.056395	0.118784
1568	-0.117537	0.355811	-0.970443	0.015238	-0.017852	-0.574939	-0.303102	0.027306	0.151529	0.056093	0.1666	-0.195868	-0.029296	-0.005839	0.057162	0.153167	-0.091223
1569	0.1779155	-0.44773	-1.079958	0.15164	0.083492	-0.243983	0.063965	0.028991	0.203019	-0.120356	0.116811	-0.032342	0.046616	0.491145	0.122365	-0.102206	0.280545
1570	-0.2168155	-0.004741	0.03046	-0.139142	-0.0229	0.177558	0.062026	0.751625	0.407192	0.106066	-0.18954	-0.623416	-0.065019	0.079338	0.443088	-0.061901	-0.276261
1571	0.03984	-0.199198	-0.066108	0.163494	-0.000716	-0.063662	0.500302	0.06403	-0.028356	-0.265557	0.484309	0.113853	0.433131	-0.675613	-0.356547	0.455002	-0.037886
1572	0.3376955	-0.345982	0.499583	0.161736	0.26471	-0.908745	0.178377	-0.681752	0.197381	0.158271	0.699486	0.278204	0.48833	0.042136	0.008432	0.185951	0.144322
1573	0.005312	-0.194146	-0.385452	-0.400333	-0.485423	-0.2495	0.275531	-0.402034	-0.380631	-0.223836	0.234653	0.693711	-0.04271	-0.08627	0.371724	-0.289715	0.175021
1574	0.148124	-0.346755	0.071759	-0.511321	0.085002	-0.110178	0.10292	-0.321099	0.149074	-0.009726	0.716025	-0.749999	-0.181978	-0.414046	0.013817	0.050272	-0.094211
1575	0.0846145	-0.152229	0.284056	0.275782	-0.493948	-0.623398	-0.276277	-0.338306	-0.167891	0.521278	0.087648	-0.007813	-0.497815	0.52705	0.069362	0.168843	-0.051373
1576	0.10074	-0.154722	-2.408158	0.15815	-0.002411	0.070811	0.128653	0.460928	-0.02105	0.093322	0.045434	0.014857	0.153572	0.118413	0.097764	0.063988	0.183134
1577	-0.062146	-0.096275	-1.3811	0.350607	-0.116213	0.20755	0.247643	0.352595	0.052733	-0.155473	-0.021264	0.100639	0.116686	0.191593	0.027599	-0.242275	0.30555
1578	0.214798	0.431451	0.297366	-0.021834	0.083061	0.13947	-0.159917	0.174927	0.200862	-0.172908	-0.031171	-1.021212	0.293965	0.081033	-0.097864	0.191072	0.025779
1579	-0.009894	-0.209212	-0.054719	-0.203632	0.116712	-0.207671	1.075788	-0.449095	-0.025128	-0.162541	-0.096679	-0.024301	0.083594	0.014494	0.149949	0.632118	-0.080042
1580	-0.312122	-0.099578	-1.06234	0.423996	0.358277	0.038684	0.313171	0.117759	0.063358	-0.015815	0.102627	-0.081272	0.009134	0.060471	0.250224	0.189263	-0.370136
1581	0.1918015	-0.207074	-0.334356	0.068672	-0.345394	-0.090824	0.207543	-0.646324	-0.463314	-0.108917	0.99677	-0.053245	0.1486	0.253517	0.092556	0.390271	0.2149
1582	0.016465	0.079023	0.26626	0.078782	-0.253264	0.062438	0.298656	-0.08607	0.462663	0.152721	-1.060153	-0.027649	0.255072	0.735734	-0.055749	-0.028089	0.285561
1583	0.312206	0.274798	0.111633	0.232656	-0.090447	0.242744	0.142893	0.184426	0.285925	0.416533	0.303371	-0.747893	0.175624	-0.57784	0.099997	0.476335	0.161037
1584	0.015766	0.181081	0.306103	0.29294	0.50567	0.269348	0.068773	-0.204186	0.18896	-0.497097	0.04694	-0.144496	0.203425	-0.469305	0.194248	-0.545113	-0.100327
1585	-0.0466455	0.504119	0.186647	-0.002999	-0.093266	-0.096431	0.101829	0.218018	0.453872	0.266497	-0.375048	0.128048	0.161838	-0.833138	-0.013107	0.238468	0.064286
1586	-0.218547	-0.289979	0.290891	-0.337642	0.350525	-0.456471	0.286542	0.010826	0.290179	-0.629571	0.081511	-0.133008	0.077703	-0.157531	0.389403	-0.338179	0.152752
1587	0.1959185	0.007329	-1.001913	-0.736847	0.006591	0.313466	0.146894	-0.324873	-0.068354	0.172104	0.184906	-0.172482	-0.219778	0.210641	0.359781	-0.210637	-0.002358
1588	-0.0535545	-0.138481	-1.158551	0.435134	0.160083	0.208062	0.280211	0.144294	0.106644	0.035409	0.198393	0.181626	0.210547	-0.027436	0.158858	-0.243329	-0.090105
1589	0.1495555	-0.237655	0.030671	-0.124734	-0.125803	-0.168312	0.83469	-0.157087	-0.159902	0.16402	0.504741	-0.51372	-0.045934	-0.130703	-0.250707	0.300558	-0.101553
1590	-0.3237645	0.0965	-1.150598	0.032762	0.100209	-0.210625	0.116943	0.324747	0.333774	0.000284	0.151429	-0.280137	0.026046	-0.089952	0.305882	-0.094892	-0.023186
1591	0.0176335	-0.008766	0.042991	-0.005461	-0.02392	-0.108345	-0.022319	-0.054945	0.096611	0.187594	-0.563415	-1.217924	0.154685	-0.012985	0.115743	-0.098353	-0.116696
1592	-0.224178	0.137807	-1.036256	0.319554	0.149308	0.360516	0.079828	0.564216	0.112324	0.069771	-0.071952	0.193634	0.36923	-0.240559	0.040472	0.061372	0.086
1593	-0.171823	-0.19615	0.010412	0.223386	0.312974	0.207981	0.21747	0.23231	0.504593	0.309221	0.313485	0.344244	0.453482	-0.776298	0.562189	0.218324	0.433238
1594	0.269901	0.200735	0.145266	0.324892	0.333267	0.274797	0.046265	0.235894	-0.783513	-0.21922	-0.512297	0.388907	-0.204728	0.154663	-0.25073	0.033605	-0.074058
